Smiles,Standard Relation,Standard Value,Standard Units
O=C(OC[C@H]1CCC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,'=',16.0,nM
NC1CCN(C(=O)OCC2CCc3ccccc3N2S(=O)(=O)c2ccc(Cl)cc2)CC1,'=',680.0,nM
Br.O=C(OC[C@H]1CCC[C@@H](c2cccc(F)c2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,'=',83.0,nM
O=C1NCCCC[C@H]1N(Cc1cc(F)cc(C(F)(F)F)c1)S(=O)(=O)c1ccc(Cl)cc1,'=',130.0,nM
CN(C)c1ccc(CN([C@@H]2CCCCNC2=O)S(=O)(=O)c2ccc(Cl)cc2)cc1,'=',11.0,nM
CC(C)(CO)N1CCN(C(=O)CC2([C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,'=',9.9,nM
CC[C@@H]1C[C@H](O)C[C@H](COC(=O)N2CCN(CCO)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,'=',154.5,nM
O=C(N1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1)C1(C(F)(F)F)CCCC1,'=',140.0,nM
O=C(c1cnccc1C(F)(F)F)N1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1,'=',130.0,nM
CC1(C(=O)N2CCC(c3cc(F)ccc3F)(S(=O)(=O)c3ccc(Cl)cc3)CC2)COC1,'=',640.0,nM
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccc(C(=O)c2ccccc2)cc1)C(=O)NCCCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,'=',30.0,nM
COc1cc(-c2cn(CC(=O)N(CC(F)(F)F)c3ccc4c(c3)CCC4)nn2)ccc1-n1cnc(C)c1,'=',180.0,nM
COc1cc(-c2cn(C3CC([Si](C)(C)C)CCNC3=O)nn2)ccc1-n1cnc(C)c1,'=',1230.0,nM
NC(=O)[C@@H](CCC(F)(F)F)N(C[C@H]1CCCO1)S(=O)(=O)c1ccc(Cl)cc1,'=',5.51,nM
NC(=O)[C@@H](CCC(F)(F)F)N(C[C@@H]1CCO1)S(=O)(=O)c1ccc(Cl)cc1,'=',7.99,nM
CN1C(=O)[C@@H](NC(=O)C2(C(=O)NCCC3CCCC3)CCC2)c2ccccc2-c2ccccc21,'=',21.0,nM
CCCCCCCC/C=C\CCCCCCCC(=O)n1c2ccccc2c2ccc(OCC(=O)O)cc21,'=',13100.0,nM
COc1cc(-c2cn(CC(=O)NC3C4CC5CC(C4)CC3C5)nn2)ccc1-n1cnc(C)c1,'=',680.0,nM
COc1cc(-c2cn(CC(=O)N(Cc3ccccc3)[C@H](C)c3ccccc3)nn2)ccc1-n1cnc(C)c1,'=',230.0,nM
COc1cc(-c2cn([C@H]3CC[C@H](c4ccccc4)CN(Cc4ccccc4)C3=O)nn2)ccc1-n1cnc(C)c1,'=',80.0,nM
COc1cc(-c2cn(C3CC(C4CCCCC4)CCNC3=O)nn2)ccc1-n1cnc(C)c1,'=',660.0,nM
COc1cc(-c2noc3c2CCCC3Nc2ccc(F)cc2)ccc1-n1cnc(C)c1,'=',230.0,nM
COc1cc(-c2noc3c2CCCC3c2cc(F)cc(F)c2)ccc1-n1cnc(C)c1,'=',110.0,nM
COc1cc(-c2noc3c2CCCC3Oc2ccc(F)cc2)ccc1-n1cnc(C)c1,'=',290.0,nM
C#CCCCCNC(=O)[C@H](Cc1ccc(C(=O)c2ccccc2)cc1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,'=',4.0,nM
COc1cc(-c2cn(CC(=O)N(CC(F)(F)F)c3ccc4c(c3)OC(F)(F)O4)nn2)ccc1-n1cnc(C)c1,'=',160.0,nM
Cc1cccc(C(CC(C)C)C(=O)Nc2ccc(-c3ccnc(C)c3)cc2)c1,'=',180.0,nM
CC(C)N(Cc1ccccc1)C(=O)c1ccc2ccccc2c1O,'=',96000.0,nM
CO[C@@H]1CCCC(=O)[C@H]1OCc1ccccc1,'=',13900.0,nM
COC(=O)N1CC=CC(=O)C1Cc1ccccc1,'=',7200.0,nM
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,'=',18000.0,nM
CC[C@@H](C)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)C(C)(C)NC(=O)CNC(=O)[C@H](NC(=O)C(C)(C)NC(=O)[C@@H](CC(C)C)NC(=O)CNC(=O)OC(C)(C)C)C(C)C)C(C)C)C(C)C)C(=O)NC(C)(C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NC(C)(C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NC(C)(C)C(=O)OC)[C@H](C)CC)C(C)C)C(C)C)[C@H](C)OCc1ccccc1,'=',26.0,nM
COc1cc(/C=C2\CCCN([C@@H](C)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1,'=',560.0,nM
Cc1cn(-c2ccc(-c3csc(Nc4c5c(nn4CC(F)(F)F)CCC5)n3)cc2F)cn1,'=',94.0,nM
O=C(N1CC[C@](c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)[C@@H](O)C1)C1(C(F)(F)F)CC1,'=',1790.0,nM
CS(=O)(=O)N1CC2Cc3[nH]ncc3C(C1)N2S(=O)(=O)c1ccc(Cl)cc1,'=',5654.0,nM
Cc1cn(-c2ccc(-c3cn([C@H]4CCc5c(F)cccc5N(CC(F)(F)F)C4=O)nn3)c(F)c2)cn1,'=',460.0,nM
CC(C)(C)C#CC(CCC(F)(F)F)N1CCC(F)(F)[C@H](CC(=O)O)[C@H]1c1ccc(C(F)(F)F)cc1.Cl,'=',1500.0,nM
C[C@H](NC(=O)Cc1ccc(F)c(F)c1)C(=O)N[C@H](C(=O)OC(C)(C)C)c1ccccc1,'=',29.0,nM
C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@H]1N=C(c2ccccc2)c2ccccc2N(C)C1=O,'=',1.0,nM
CC(C)[C@H](c1ccc(C(F)(F)F)nc1)N1CC[C@@H](CC(=O)[O-])C[C@H]1c1ccc(C(F)(F)F)cc1.[Na+],'=',3981.07,nM
CC(C)CC[C@H](c1ccc(C(F)(F)F)nc1)N1CC[C@@H](CC(=O)[O-])C[C@H]1c1ccc(C(F)(F)F)cc1.[Na+],'=',316.23,nM
CC(C)CC[C@H](c1ccc(C(F)(F)F)nn1)N1CC[C@@H](CC(=O)[O-])C[C@H]1c1ccc(C(F)(F)F)cc1.[Na+],'=',1258.93,nM
CC(C)CC[C@H](c1ncc(C(C)C)cn1)N1CC[C@@H](CC(=O)[O-])C[C@H]1c1ccc(C(F)(F)F)cc1.[Na+],'=',794.33,nM
CC(C)C[C@H](c1ccc(C(F)(F)F)nc1)N1CC[C@@H](CC(=O)[O-])C[C@H]1c1ccc(C(F)(F)F)cc1.[Na+],'=',31622.78,nM
CCCCC[C@H](c1ccc(C(F)(F)F)nc1)N1CC[C@@H](CC(=O)[O-])C[C@H]1c1ccc(C(F)(F)F)cc1.[Na+],'=',7943.28,nM
CC(C)CC[C@H](c1cnc(C(F)(F)F)cn1)N1CC[C@@H](CC(=O)[O-])C[C@H]1c1ccc(C(F)(F)F)cc1.[Na+],'=',19952.62,nM
CC(C)[C@H](c1ccc(C(F)(F)F)nc1)N1CC[C@@H](CC(=O)[O-])C[C@H]1c1ccc(C(F)(F)F)cc1.[Na+],'=',1000.0,nM
COc1cc(/C=C2\CCCN3C2=NOC3(CO)c2cc(F)c(F)c(F)c2)ccc1-n1cnc(C)c1,'=',15.0,nM
COc1cc(/C=C2\CCCN3C2=NOC3(CO)c2cc(F)cc(F)c2)ccc1-n1cnc(C)c1,'=',21.0,nM
CCCCCC[C@H](c1ccc(C(F)(F)F)nc1)N1CC[C@@H](CC(=O)[O-])C[C@H]1c1ccc(C(F)(F)F)cc1.[Na+],'=',100000.0,nM
CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1C(=O)N(C)CCc2ccccc21,'=',125.89,nM
COc1cc(-c2nnc3n2CCC[C@]3(Oc2cc(F)c(F)c(F)c2)C(C)(C)O)ccc1-c1cnc(C)o1,'=',26.0,nM
COCCCN(C(=O)/C=C/c1ccc(-n2cnc(C)c2)c(OC)c1)c1cccc2ccccc12,'=',60.0,nM
COc1cc(/C=C2\CCCN3C2=NOC3(CO)c2cccc(F)c2)ccc1-n1cnc(C)c1,'=',7164.0,nM
COc1cc(Nc2nc3n(n2)CCCC3c2ccc(F)cc2)ccc1-n1cnc(C)n1,'=',100.0,nM
COc1cc(-c2nc(C(=O)c3ccc(F)cc3)n(C)n2)ccc1-n1cnc(C)c1,'=',6920.0,nM
COc1cc(Nc2nc(-c3ccc(-n4cnc(C)c4)c(OC)c3)nn2C)cc(C(F)(F)F)c1,'=',5.0,nM
COc1cc(-c2nc(Nc3ccccc3C)n(C)n2)ccc1-n1cnc(C)c1,'=',60.0,nM
CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C(C)(C)NC(=O)CNC(=O)[C@@H](NC(C)=O)C(C)C)C(C)C)C(C)C)C(=O)NC(C)(C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)NC(C)(C)C(=O)NCCCCCCCCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O)C(C)C)C(C)C)C(C)C,'=',4.35,nM
C[C@@H](Cc1ccc(F)c(F)c1)C(=O)N[C@H]1N=C(c2ccc3c(c2)CCNC3=O)c2ccccc2N(C)C1=O,'=',0.3,nM
CC(C(=O)NC(CO)c1ccccc1)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21,'=',22.0,nM
CC(C(=O)NCC1CC1)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21,'=',0.09,nM
COc1cc(/C=C/c2nc(N)c3c4c(sc3n2)CCCCC4)ccc1-n1cnc(C)c1,'=',2030.0,nM
O=C(OC[C@H]1CCC[C@@H](c2ccc(F)c(F)c2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,'=',8.0,nM
CC1CC(N2CCCCC2)CCN1C(=O)OC[C@H]1CCC[C@@H](c2cc(F)cc(F)c2)N1S(=O)(=O)c1ccc(Cl)cc1,'=',7.0,nM
CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cccc(Cl)c1,'=',52.0,nM
C[C@H](CCCn1nccn1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,'=',12.0,nM
CNCCC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,'=',262.0,nM
COCC(=O)NCCC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,'=',6.9,nM
C[C@H](CCCNC(=O)CO)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,'=',8.1,nM
C[C@H](COC(=O)NCCCn1ccnc1)N(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1,'=',1.2,nM
CCN(CC)C(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,'=',18.0,nM
CC(C)C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)C(c2ccccc2)=NC1(C)C,'=',1500.0,nM
Cc1nc(C)c(-c2ccc(Nc3nc4c(s3)CCCC4c3ccccc3)cc2)o1,'=',127.0,nM
CC1C[C@@H]2C[C@](c3cc(F)ccc3F)(S(=O)(=O)c3ccc(Cl)cc3)CC[C@@H]2NS1(=O)=O,'=',0.08,nM
CC(C)(C)N1C[C@@H]2C[C@](c3cc(F)ccc3F)(S(=O)(=O)c3ccc(Cl)cc3)CC[C@@H]2NS1(=O)=O,'=',1.39,nM
CCn1ncc2c1CCC(Nc1nc3c(-c4cncc(OC)c4)cccn3n1)C2,'=',200.0,nM
CCn1ncc2c1CCC(Nc1nc3c(-c4cnccc4OC)cccn3n1)C2,'=',120.0,nM
CCc1nn(C)c2c1CCC(Nc1nc3c(-c4ccc(F)cc4C)cccn3n1)C2,'=',3130.0,nM
O=C(OCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,'=',39.0,nM
O=C(NCc1ccncc1)OCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,'=',1644.0,nM
O=C1NCCCC[C@H]1N(Cc1cccc(F)c1)S(=O)(=O)c1ccc(Cl)cc1,'=',29.0,nM
O=C1NCCCC[C@H]1N(Cc1ccc(Cl)c(Cl)c1)S(=O)(=O)c1ccc(Cl)cc1,'=',15.0,nM
CCCCN(C)C(=O)[C@@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1ccccc1,'=',1000.0,nM
COC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C,'=',670.0,nM
COc1cc(/C=C2\CCCN([C@@H](C)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1,'=',81.0,nM
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@@H](O)[C@H](Cc1ccc(C(=O)c2ccccc2)cc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCCCNC(=O)CCCCC1SC[C@H]2NC(=O)N[C@@H]12,'=',0.6,nM
CC(C(=O)NCC(F)(F)F)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21,'=',0.042,nM
CC(C(=O)NCc1ccccc1)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21,'=',0.075,nM
CC(C(=O)NCCC(F)(F)F)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21,'=',0.037,nM
CCn1ncc2c1CCC(Nc1nc3c(-c4ccc(Cl)cc4)cccn3n1)C2,'=',60.0,nM
CCC[C@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(C)cc1,'=',3700.0,nM
Cc1ccc(S(=O)(=O)N(CC2CCCCC2)c2cc(Cl)ccc2CO)cc1,'=',1000.0,nM
CC(C)C[C@H](NC(=O)Cc1cccc(F)c1)C(=O)NC1C(=O)N(C)N=Cc2ccccc21,'=',2.0,nM
C[C@H](NC(=O)CC1CCCCC1)C(=O)NC1C(=O)N(C)N=Cc2ccccc21,'=',43.0,nM
CC(Cc1ccccc1)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,'=',41.0,nM
CCCCN(C)C(=O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)Cc1cccc(F)c1,'=',20.0,nM
O=C(O)COc1ccc2c3ccccc3n(S(=O)(=O)c3ccc(Cl)cc3)c2c1,'=',32000.0,nM
CC(C)C[C@H](NC(=O)CC1CCCCC1)C(=O)NC1C(=O)N(C)N=Cc2ccccc21,'=',14.0,nM
C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)NC1C(=O)N(C)N=Cc2ccccc21,'=',6.0,nM
CCCC(C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,'=',19.0,nM
O=C1NCCCC[C@H]1N(Cc1ccc(Cl)cc1)S(=O)(=O)c1ccc(Cl)cc1,'=',12.0,nM
O=C1NCCCC[C@H]1N(Cc1ccc(OC(F)F)cc1)S(=O)(=O)c1ccc(Cl)cc1,'=',18.0,nM
Cc1cn(-c2ccc(-c3ccc(N[C@@H](C)c4ccc(F)cc4)nc3)cc2OC(C)C)cn1,'=',7943.28,nM
CC(C)(C)C1C(=O)c2[nH]ncc2C(C2CC2)N1S(=O)(=O)c1ccc(C(F)(F)F)nc1,'=',1636.0,nM
O=S(=O)(c1ccc(C(F)(F)F)nc1)N1[C@H](C2CC2)c2cn[nH]c2C(F)(F)[C@H]1C1CC1,'=',13.0,nM
COc1cc(-c2cn(C3CC([Si](C)(C)C)CCNC3=O)nn2)ccc1-n1cnc(C)c1,'=',330.0,nM
COc1cc(-c2cn(CC(=O)Nc3ccc4c(c3)OC(F)(F)O4)nn2)ccc1-n1cnc(C)c1,'=',2070.0,nM
COc1cc(-c2cn(CC(=O)N(Cc3ccccc3)[C@H](C)c3ccccc3)nn2)ccc1-n1cnc(C)c1,'=',3010.0,nM
COc1cc(-c2cn(C3CC[C@H]4CCCC[C@@H]4NC3=O)nn2)ccc1-n1cnc(C)c1,'=',3860.0,nM
COc1cc(-c2cn([C@H]3C[C@@H](C(C)(C)C)CCN(Cc4ccccc4)C3=O)nn2)ccc1-n1cnc(C)c1,'=',420.0,nM
COc1cc(-c2cn([C@H]3C[C@@H](C(F)(F)F)CCN(Cc4ccccc4)C3=O)nn2)ccc1-n1cnc(C)c1,'=',420.0,nM
COc1cc(-c2cn([C@H]3C[C@@H](C(F)(F)F)CCN(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,'=',210.0,nM
COc1cc(-c2cn(C3C(=O)NC4CCC3C4)nn2)ccc1-n1cnc(C)c1,'=',1090.0,nM
COc1ccc2c(c1)[C@]1(CN3CCn4c(ccc(-n5cnc(C)c5)c4=O)C3=O)C[C@@H]1CO2,'=',181.0,nM
Cc1cn(-c2ccc3n(c2=O)CCN(C[C@]24C[C@H]2COc2ccc(C(F)(F)F)cc24)C3=O)cn1,'=',129.0,nM
Cc1cn(-c2ccc3n(c2=O)CCN(CC2=CCOc4ccc(C(F)(F)F)cc42)C3=O)cn1,'=',30.0,nM
CC(C)C[C@H](NC(=O)Cc1cccc(F)c1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C(=O)Cc1ccccc1,'=',400.0,nM
Cn1nc(-c2ccc3c(c2)C[C@H]2CC[C@@H](C3)[C@]23CN(CC(F)(F)F)S(=O)(=O)N3)cc1-c1ccc(F)cc1,'=',0.06,nM
O=S(=O)(N[C@H](CO)C(C(F)(F)F)C(F)(F)F)c1ccc(Cl)s1,'=',1.6,nM
COC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(C)C)NC(=O)N(Cc1ccccc1)C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,'=',800.0,nM
COC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)N(CC(C)C)C[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C,'=',2000.0,nM
COC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)N(Cc1ccccc1)C[C@H](O)[C@@H](Cc1ccccc1)NC(=O)OC(C)(C)C,'=',8000.0,nM
CS(=O)(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(C#N)cc3)C3=C(OC[C@@H]12)C(F)(F)C=CC3=O,'=',1600.0,nM
CC(C)[C@H](O)C(=O)N[C@@H](C)C(=O)N[C@@H]1C(=O)N(C)CCc2ccccc21,'=',10.9,nM
O=S(=O)(CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]12)CC(F)(F)F,'=',6.4,nM
CS(=O)(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(C(F)(F)F)cc3)c3c(F)ccc(F)c3OC[C@@H]12,'=',15.0,nM
COc1cc(-c2cc(C#N)c(N[C@@H](C)c3ccc(F)cc3)nn2)ccc1-n1cnc(C)c1,'=',1584.89,nM
CCc1cc(-c2ccc(-n3cnc(C)c3)c(OC)c2)nnc1N[C@@H](C)c1ccc(F)cc1,'=',158.49,nM
COc1cc(/C=C2\CCCN3C2=NOC3(CO)c2cc(F)cc(F)c2)ccc1-n1cnc(C)c1,'=',6750.0,nM
COc1cc(/C=C2\CCCN3C2=NO[C@]3(CN(C)S(C)(=O)=O)c2ccc(F)cc2)ccc1-n1cnc(C)c1,'=',19308.0,nM
COc1cc(-c2cn(C3CSc4ccccc4N(CC(F)(F)F)C3=O)nn2)ccc1-n1cnc(C)c1,'=',240.0,nM
Cc1cn(-c2ccc(-c3cn(C4CCc5c(F)cccc5N(CC(F)(F)F)C4=O)nn3)cn2)cn1,'=',310.0,nM
CCCNS(=O)(=O)N[C@H]1[C@@H]2CC[C@H]1Cc1ccccc1C2,'=',132.0,nM
O=S(=O)(NC1[C@@H]2CC[C@H]1Cc1ccc(/C=C/CN3CCOCC3)cc1C2)c1ccc(Cl)s1,'=',1.0,nM
Cc1cnc(C2CC3Cc4[nH]ncc4C(C2)N3S(=O)(=O)c2ccc(C(F)(F)F)nc2)o1,'=',40248.0,nM
CC(=O)Nc1cccc(C2CC3Cc4[nH]ncc4C(C2)N3S(=O)(=O)c2ccc(C(F)(F)F)cc2)c1,'=',18385.0,nM
O=S(=O)(c1ccc(C(F)(F)F)cc1)N1C2Cc3[nH]ncc3C1CC(c1cccnc1)C2,'=',187.0,nM
O=S(=O)(c1ccc(C(F)(F)F)cc1)N1C2CC[C@@H](c3ccccc3)C1Cc1[nH]ncc12,'=',21.0,nM
COc1nc(-c2csc(Nc3c4c(nn3C)CCC4)n2)ccc1-n1cnc(C)c1,'=',80.0,nM
CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(OC)c3)cs1)CCCC2,'=',171.0,nM
COc1nc(-c2csc(Nc3c4c(nn3CC(F)(F)F)CCC4)n2)ccc1-n1cnc(C)c1,'=',36.0,nM
CNc1nc(Nc2ccc(-n3cnc(C)n3)c(OC)c2)nc2c1/C(=N/O)C[C@H]2c1ccc(F)cc1,'=',5.0,nM
CCNc1ccc2c(Cl)c(OC)oc(=O)c2c1,'=',10000.0,nM
CC[C@@H](C)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)OC(C)(C)C)C(C)C)C(C)C)C(=O)NC(C)(C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NC(C)(C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NC(C)(C)C(=O)OC)[C@H](C)CC)C(C)C)C(C)C)[C@H](C)OCc1ccccc1,'=',25.0,nM
CC[C@@H](C)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)C(C)(C)NC(=O)CNC(=O)[C@H](NC(=O)OC(C)(C)C)C(C)C)C(C)C)C(C)C)C(=O)NC(C)(C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NC(C)(C)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)NC(C)(C)C(=O)OC)[C@H](C)CC)C(C)C)C(C)C)[C@H](C)OCc1ccccc1,'=',9.0,nM
CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)Cc2ccccc2)C(=O)N1C,'=',140.0,nM
CC(C)N1C(=O)c2ccccc2C(NC(=O)[C@H](C)NC(=O)[C@@H](O)c2cc(F)cc(F)c2)C(=O)N1C,'=',5.0,nM
COc1cc(-c2cn([C@H]3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-c1sc(C)nc1C,'=',70.0,nM
O=S(=O)(c1ccc(Cl)cc1)N1C2Cc3[nH]ncc3C1CC(c1csnn1)C2,'=',2229.0,nM
O=S(=O)(c1ccc(C(F)(F)F)cc1)N1C2CC[C@@H](c3ccccc3)C1Cc1[nH]ncc12,'=',1136.0,nM
Cc1cnc(C2CC3Cc4[nH]ncc4C(C2)N3S(=O)(=O)c2ccc(C(F)(F)F)nc2)s1,'=',149.0,nM
O=S(=O)(c1ccc(C(F)(F)F)cc1)N1C2CC[C@@H](c3ccccc3)C1c1cn[nH]c1C2,'=',4.0,nM
CCC1CCCC(COC(=O)N2CCC(N3CCCCC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,'=',34.0,nM
O=C(OCC1CCCC(c2cc(F)ccc2F)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,'=',4.0,nM
CCCCCCCCO/N=C(/c1ccc(Cl)cc1)c1ccc(OC(C)(C)C(=O)O)cc1,'=',47600.0,nM
Cc1ncc(-c2ccc(Nc3nc4c(s3)CCCC4c3ccccc3)cc2)o1,'=',133.0,nM
Cc1cn(-c2ccc(Nc3nc4c(s3)CCCC4c3ccccc3)cc2C#N)cn1,'=',123.0,nM
N#CC1CC2Cc3[nH]ncc3C(C1)N2S(=O)(=O)c1ccc(Cl)cc1,'=',5957.0,nM
COc1nc(/C=C/c2nc3n(n2)[C@H](c2ccccc2C(F)(F)F)CCC3)ccc1-n1cnc(C)c1,'=',17.0,nM
CC1(C)[C@H]2CC[C@](C)(C2)[C@H]1NS(=O)(=O)c1ccc(F)cc1,'=',2634.0,nM
Cc1cn(-c2ccc3n(c2=O)CCN([C@@H](C)[C@@H]2CC[C@H](c4ccc(Cl)cc4C(F)(F)F)O2)C3=O)cn1,'=',9.0,nM
O=S(=O)(c1ccc(Cl)cc1)N1CCc2n[nH]cc2C1CO,'=',8658.0,nM
O=S(=O)(c1ccc(Cl)cc1)N1Cc2c[nH]nc2CC1c1cccc(F)c1,'=',11397.0,nM
CC[C@H]1Cc2n[nH]cc2[C@@H](CC)N1S(=O)(=O)c1ccc(Cl)cc1.Cl,'=',6854.0,nM
Cc1ccc(C(C)(C)C)cc1Nc1nc(N2CCN(Cc3ccncc3)CC2)nc2ncn(C)c12,'=',9100.0,nM
CCC[C@H](N[C@H]1CCc2cc(F)cc(F)c2C1)C(=O)Nc1cn(C(C)(C)CNC(C)C)cn1,'=',19.3,nM
COc1cc(-c2ccc(N[C@@H](C)c3ccc(F)cc3)nc2)ccc1-n1cnc(C)c1,'=',125.89,nM
COc1cc(-c2cnc(N[C@@H](C)c3ccc(F)cc3)nc2)ccc1-n1cnc(C)c1,'=',1000.0,nM
COc1cc(-c2noc(N[C@@H](C)c3ccc(F)cc3)n2)ccc1-n1cnc(C)c1,'=',31622.78,nM
O=S(=O)(c1ccc(C(F)(F)F)cc1)N1C2Cc3[nH]ncc3C1CC(c1ccc(-n3ccnc3)cc1)C2,'=',10457.0,nM
COc1cc(-n2cnc(C)c2)c(F)cc1-c1cn(C2CCc3c(F)cccc3N(CC(F)(F)F)C2=O)nn1,'=',350.0,nM
COc1cc(-c2cn(Cc3cccc(C(F)(F)F)c3)nn2)ccc1-n1cnc(C)c1,'=',490.0,nM
COc1cc(-c2cn(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)nn2)ccc1-n1cnc(C)c1,'=',1190.0,nM
COc1cc(-c2cn(Cc3ccc4ccsc4c3)nn2)ccc1-n1cnc(C)c1,'=',410.0,nM
COc1cc(-c2cn([C@H]3CCc4c(F)cccc4N(CC(F)(F)F)C3=O)nn2)ccc1-c1nnc(C)o1,'=',2320.0,nM
CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(F)c3)cs1)CCCCC2,'=',114.0,nM
